seqnames	start	end	width	strand	score	nTSSs	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS
II	289328	289340	13	+	13	2	Promoter	2	289445	290350	906	1	YBR024W	YBR024W_mRNA	-105
II	298213	298218	6	+	9	2	Promoter	2	298292	299950	1659	1	YBR030W	YBR030W_mRNA	-74
II	300142	300150	9	+	92	4	Promoter	2	300166	301254	1089	1	YBR031W	YBR031W_mRNA	-16
II	307596	307596	1	+	4	1	Distal Intergenic	2	311898	314789	2892	1	YBR038W	YBR038W_mRNA	-4302
II	311847	311861	15	+	20	3	Promoter	2	311898	314789	2892	1	YBR038W	YBR038W_mRNA	-37
II	315484	315552	69	+	120	11	Promoter	2	315575	316510	936	1	YBR039W	YBR039W_mRNA	-23
II	326338	326338	1	+	4	1	Distal Intergenic	2	331833	332360	528	1	YBR047W	YBR047W_mRNA	-5495
II	331750	331750	1	+	5	1	Promoter	2	331833	332360	528	1	YBR047W	YBR047W_mRNA	-83
II	331780	331824	45	+	24	4	Promoter	2	331833	332360	528	1	YBR047W	YBR047W_mRNA	-9
II	332733	332876	144	+	993	41	Promoter	2	332831	333812	982	1	YBR048W	YBR048W_mRNA	0
II	333396	333501	106	+	74	13	Exon (YBR048W_mRNA/YBR048W, exon 2 of 2)	2	332831	333812	982	1	YBR048W	YBR048W_mRNA	565
II	333531	333531	1	+	4	1	Exon (YBR048W_mRNA/YBR048W, exon 2 of 2)	2	332831	333812	982	1	YBR048W	YBR048W_mRNA	700
II	337198	337198	1	+	10	1	Promoter	2	337988	338338	351	1	YBR051W	YBR051W_mRNA	-790
II	342779	342787	9	+	26	3	Promoter	2	343101	344135	1035	1	YBR054W	YBR054W_mRNA	-314
II	347809	347819	11	+	16	2	Promoter	2	347879	349384	1506	1	YBR056W	YBR056W_mRNA	-60
II	351244	351244	1	+	5	1	Promoter	2	351255	351455	201	1	YBR056W-A	YBR056W-A_mRNA	-11
II	362886	362886	1	+	5	1	Distal Intergenic	2	367763	368191	429	1	YBR064W	YBR064W_mRNA	-4877
II	370530	370530	1	+	4	1	Distal Intergenic	2	367763	368191	429	1	YBR064W	YBR064W_mRNA	2767
II	371952	371952	1	+	5	1	Distal Intergenic	2	367763	368191	429	1	YBR064W	YBR064W_mRNA	4189
II	380210	380210	1	+	5	1	Promoter	2	380411	381046	636	1	YBR071W	YBR071W_mRNA	-201
II	380240	380240	1	+	6	1	Promoter	2	380411	381046	636	1	YBR071W	YBR071W_mRNA	-171
II	380328	380358	31	+	32	4	Promoter	2	380411	381046	636	1	YBR071W	YBR071W_mRNA	-53
II	380450	380450	1	+	4	1	Promoter	2	380411	381046	636	1	YBR071W	YBR071W_mRNA	39
II	381956	381959	4	+	31	2	Promoter	2	382030	382674	645	1	YBR072W	YBR072W_mRNA	-71
II	383137	383156	20	+	39	4	Promoter	2	383112	385988	2877	1	YBR073W	YBR073W_mRNA	25
II	386260	386283	24	+	72	5	Promoter	2	386286	389216	2931	1	YBR074W	YBR074W_mRNA	-3
II	392947	392984	38	+	64	4	Promoter	2	393123	394742	1620	1	YBR078W	YBR078W_mRNA	-139
II	409116	409136	21	+	30	4	Promoter	2	409169	410629	1461	1	YBR083W	YBR083W_mRNA	-33
II	409187	409187	1	+	4	1	Promoter	2	409169	410629	1461	1	YBR083W	YBR083W_mRNA	18
II	411007	411007	1	+	6	1	Promoter	2	411054	413981	2928	1	YBR084W	YBR084W_mRNA	-47
II	411040	411040	1	+	44	1	Promoter	2	411054	413981	2928	1	YBR084W	YBR084W_mRNA	-14
II	423754	423754	1	+	6	1	Promoter	2	423765	424829	1065	1	YBR087W	YBR087W_mRNA	-11
II	435939	435939	1	+	4	1	Promoter	2	436021	436713	693	1	YBR096W	YBR096W_mRNA	-82
II	435972	435972	1	+	4	1	Promoter	2	436021	436713	693	1	YBR096W	YBR096W_mRNA	-49
II	436887	436920	34	+	17	4	Promoter	2	436951	441315	4365	1	YBR097W	YBR097W_mRNA	-31
II	441500	441517	18	+	10	2	Promoter	2	441515	443590	2076	1	YBR098W	YBR098W_mRNA	0
II	447534	447549	16	+	12	3	Promoter	2	447709	449316	1608	1	YBR103W	YBR103W_mRNA	-160
II	447592	447592	1	+	7	1	Promoter	2	447709	449316	1608	1	YBR103W	YBR103W_mRNA	-117
II	449575	449579	5	+	19	2	Promoter	2	449667	450656	990	1	YBR104W	YBR104W_mRNA	-88
II	449607	449607	1	+	6	1	Promoter	2	449667	450656	990	1	YBR104W	YBR104W_mRNA	-60
II	452587	452635	49	+	84	9	Promoter	2	452658	453224	567	1	YBR106W	YBR106W_mRNA	-23
II	454743	454743	1	+	5	1	Promoter	2	454822	457665	2844	1	YBR108W	YBR108W_mRNA	-79
II	454776	454815	40	+	89	7	Promoter	2	454822	457665	2844	1	YBR108W	YBR108W_mRNA	-7
II	458657	458657	1	+	5	1	Promoter	2	458608	458832	225	1	YBR109W-A	YBR109W-A_mRNA	49
II	458692	458692	1	+	4	1	Promoter	2	458608	458832	225	1	YBR109W-A	YBR109W-A_mRNA	84
II	458824	458825	2	+	20	2	Promoter	2	458872	460221	1350	1	YBR110W	YBR110W_mRNA	-47
II	458865	458865	1	+	4	1	Promoter	2	458872	460221	1350	1	YBR110W	YBR110W_mRNA	-7
II	462098	462111	14	+	29	3	Promoter	2	462139	462579	441	1	YBR111W-A	YBR111W-A_mRNA	-28
II	462141	462141	1	+	4	1	Promoter	2	462139	462579	441	1	YBR111W-A	YBR111W-A_mRNA	2
II	467146	467162	17	+	82	4	Promoter	2	467248	469620	2373	1	YBR114W	YBR114W_mRNA	-86
II	467191	467248	58	+	66	10	Promoter	2	467248	469620	2373	1	YBR114W	YBR114W_mRNA	0
II	467358	467358	1	+	5	1	Exon (YBR114W_mRNA/YBR114W, exon 1 of 1)	2	467248	469620	2373	1	YBR114W	YBR114W_mRNA	110
II	467413	467413	1	+	4	1	Exon (YBR114W_mRNA/YBR114W, exon 1 of 1)	2	467248	469620	2373	1	YBR114W	YBR114W_mRNA	165
II	474297	474344	48	+	41	6	Distal Intergenic	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	-3327
II	477559	477559	1	+	20	1	Promoter	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	-112
II	477597	477677	81	+	523	17	Promoter	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	0
II	477704	477714	11	+	14	3	Promoter	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	33
II	477743	477793	51	+	28	5	Promoter	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	72
II	477833	477843	11	+	14	2	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	162
II	477887	477903	17	+	11	2	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	216
II	477949	477949	1	+	6	1	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	278
II	478016	478016	1	+	4	1	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	345
II	478099	478099	1	+	4	1	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	428
II	478149	478149	1	+	9	1	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	478
II	478262	478262	1	+	4	1	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	591
II	478319	478325	7	+	11	2	Exon (YBR118W_mRNA/YBR118W, exon 1 of 1)	2	477671	479047	1377	1	YBR118W	YBR118W_mRNA	648
II	478561	478583	23	+	9	2	Promoter	2	479338	480323	986	1	YBR119W	YBR119W_mRNA	-755
II	478625	478625	1	+	6	1	Promoter	2	479338	480323	986	1	YBR119W	YBR119W_mRNA	-713
II	479288	479301	14	+	23	2	Promoter	2	479338	480323	986	1	YBR119W	YBR119W_mRNA	-37
II	479338	479338	1	+	4	1	Promoter	2	479338	480323	986	1	YBR119W	YBR119W_mRNA	0
II	490822	490827	6	+	14	2	Promoter	2	490850	491056	207	1	YBR126W-A	YBR126W-A_mRNA	-23
II	497133	497133	1	+	4	1	Promoter	2	497163	499277	2115	1	YBR131W	YBR131W_mRNA	-30
II	504745	504778	34	+	56	6	Promoter	2	504854	505306	453	1	YBR135W	YBR135W_mRNA	-76
II	505617	505623	7	+	8	2	Promoter	2	505668	512774	7107	1	YBR136W	YBR136W_mRNA	-45
II	512982	512982	1	+	5	1	Promoter	2	513044	513583	540	1	YBR137W	YBR137W_mRNA	-62
II	515653	515659	7	+	51	3	Promoter	2	515664	517190	1527	1	YBR139W	YBR139W_mRNA	-5
II	516663	516663	1	+	6	1	Exon (YBR139W_mRNA/YBR139W, exon 1 of 1)	2	515664	517190	1527	1	YBR139W	YBR139W_mRNA	999
II	528246	528285	40	+	53	4	Promoter	2	528317	530638	2322	1	YBR142W	YBR142W_mRNA	-32
II	533706	533706	1	+	7	1	Promoter	2	533762	534817	1056	1	YBR145W	YBR145W_mRNA	-56
II	535182	535248	67	+	78	10	Promoter	2	535260	536096	837	1	YBR146W	YBR146W_mRNA	-12
II	536436	536441	6	+	12	2	Promoter	2	536575	537465	891	1	YBR147W	YBR147W_mRNA	-134
II	536474	536474	1	+	10	1	Promoter	2	536575	537465	891	1	YBR147W	YBR147W_mRNA	-101
II	536515	536554	40	+	46	5	Promoter	2	536575	537465	891	1	YBR147W	YBR147W_mRNA	-21
II	536583	536583	1	+	4	1	Promoter	2	536575	537465	891	1	YBR147W	YBR147W_mRNA	8
II	539922	540020	99	+	59	7	Promoter	2	539987	541021	1035	1	YBR149W	YBR149W_mRNA	0
II	544866	544887	22	+	53	4	Promoter	2	545028	545978	951	1	YBR151W	YBR151W_mRNA	-141
II	544915	544920	6	+	25	2	Promoter	2	545028	545978	951	1	YBR151W	YBR151W_mRNA	-108
II	544992	544992	1	+	7	1	Promoter	2	545028	545978	951	1	YBR151W	YBR151W_mRNA	-36
II	545095	545095	1	+	4	1	Promoter	2	545028	545978	951	1	YBR151W	YBR151W_mRNA	67
II	549674	549695	22	+	15	2	Promoter	2	549771	550928	1158	1	YBR155W	YBR155W_mRNA	-76
II	549726	549726	1	+	8	1	Promoter	2	549771	550928	1158	1	YBR155W	YBR155W_mRNA	-45
II	556278	556311	34	+	62	4	Promoter	2	556549	558198	1650	1	YBR158W	YBR158W_mRNA	-238
II	557264	557264	1	+	5	1	Exon (YBR158W_mRNA/YBR158W, exon 1 of 1)	2	556549	558198	1650	1	YBR158W	YBR158W_mRNA	715
II	558621	558665	45	+	34	5	Promoter	2	558685	559728	1044	1	YBR159W	YBR159W_mRNA	-20
II	559947	559947	1	+	4	1	Promoter	2	560078	560974	897	1	YBR160W	YBR160W_mRNA	-131
II	564985	565005	21	+	24	3	Promoter	2	565231	565428	198	1	YBR162W-A	YBR162W-A_mRNA	-226
II	565168	565239	72	+	195	17	Promoter	2	565231	565428	198	1	YBR162W-A	YBR162W-A_mRNA	0
II	565617	565621	5	+	9	2	Promoter	2	565723	567480	1758	1	YBR163W	YBR163W_mRNA	-102
II	568760	568768	9	+	26	3	Promoter	2	568852	569685	834	1	YBR165W	YBR165W_mRNA	-84
II	578302	578352	51	+	157	11	Promoter	2	578364	578984	621	1	YBR171W	YBR171W_mRNA	-12
II	578558	578558	1	+	5	1	Exon (YBR171W_mRNA/YBR171W, exon 1 of 1)	2	578364	578984	621	1	YBR171W	YBR171W_mRNA	194
II	596024	596024	1	+	5	1	Promoter	2	596115	597065	951	1	YBR183W	YBR183W_mRNA	-91
II	596060	596084	25	+	15	3	Promoter	2	596115	597065	951	1	YBR183W	YBR183W_mRNA	-31
II	602505	602507	3	+	20	2	Promoter	2	602634	603476	843	1	YBR187W	YBR187W_mRNA	-127
II	604454	604500	47	+	372	19	Promoter	2	604508	605508	1001	1	YBR189W	YBR189W_mRNA	-8
II	604943	604943	1	+	4	1	Exon (YBR189W_mRNA/YBR189W, exon 2 of 2)	2	604508	605508	1001	1	YBR189W	YBR189W_mRNA	435
II	604998	604998	1	+	4	1	Exon (YBR189W_mRNA/YBR189W, exon 2 of 2)	2	604508	605508	1001	1	YBR189W	YBR189W_mRNA	490
II	606191	606272	82	+	266	13	Promoter	2	606270	607140	871	1	YBR191W	YBR191W_mRNA	0
II	618810	618851	42	+	100	8	Promoter	2	618909	620303	1395	1	YBR199W	YBR199W_mRNA	-58
II	620817	620817	1	+	6	1	Promoter	2	620872	622527	1656	1	YBR200W	YBR200W_mRNA	-55
II	623426	623454	29	+	37	4	Promoter	2	623576	624211	636	1	YBR201W	YBR201W_mRNA	-122
II	625733	625733	1	+	4	1	Promoter	2	625772	628309	2538	1	YBR202W	YBR202W_mRNA	-39
II	628942	628942	1	+	6	1	Promoter	2	629168	631942	2775	1	YBR203W	YBR203W_mRNA	-226
II	628973	628984	12	+	10	2	Promoter	2	629168	631942	2775	1	YBR203W	YBR203W_mRNA	-184
II	633575	633598	24	+	30	4	Promoter	2	633622	634836	1215	1	YBR205W	YBR205W_mRNA	-24
II	635092	635092	1	+	6	1	Promoter	2	635146	636543	1398	1	YBR207W	YBR207W_mRNA	-54
II	645516	645534	19	+	23	2	Promoter	2	645550	645978	429	1	YBR210W	YBR210W_mRNA	-16
II	647480	647480	1	+	7	1	Promoter	2	647886	649904	2019	1	YBR212W	YBR212W_mRNA	-406
II	647538	647538	1	+	7	1	Promoter	2	647886	649904	2019	1	YBR212W	YBR212W_mRNA	-348
II	650298	650298	1	+	11	1	Promoter	2	650368	651192	825	1	YBR213W	YBR213W_mRNA	-70
II	651336	651359	24	+	88	5	Promoter	2	651415	652998	1584	1	YBR214W	YBR214W_mRNA	-56
II	653315	653334	20	+	12	2	Promoter	2	653356	655317	1962	1	YBR215W	YBR215W_mRNA	-22
II	657768	657789	22	+	40	4	Promoter	2	657832	658392	561	1	YBR217W	YBR217W_mRNA	-43
II	670492	670492	1	+	4	1	Promoter	2	670627	673329	2703	1	YBR225W	YBR225W_mRNA	-135
II	675313	675313	1	+	7	1	Promoter	2	675313	676227	915	1	YBR228W	YBR228W_mRNA	0
II	675375	675375	1	+	4	1	Promoter	2	675313	676227	915	1	YBR228W	YBR228W_mRNA	62
II	680284	680415	132	+	136	17	Promoter	2	680362	680562	201	1	YBR230W-A	YBR230W-A_mRNA	0
II	684934	684947	14	+	15	2	Promoter	2	684977	685261	285	1	YBR233W-A	YBR233W-A_mRNA	-30
II	686820	686820	1	+	4	1	Promoter	2	686901	690263	3363	1	YBR235W	YBR235W_mRNA	-81
II	691910	691946	37	+	84	6	Promoter	2	691969	694518	2550	1	YBR237W	YBR237W_mRNA	-23
II	691981	691981	1	+	5	1	Promoter	2	691969	694518	2550	1	YBR237W	YBR237W_mRNA	12
II	697832	697842	11	+	19	2	Distal Intergenic	2	691969	694518	2550	1	YBR237W	YBR237W_mRNA	5863
II	697869	697869	1	+	5	1	Distal Intergenic	2	691969	694518	2550	1	YBR237W	YBR237W_mRNA	5900
II	697906	697906	1	+	5	1	Distal Intergenic	2	691969	694518	2550	1	YBR237W	YBR237W_mRNA	5937
II	704496	704516	21	+	15	3	Promoter	2	704670	705386	717	1	YBR242W	YBR242W_mRNA	-154
II	704559	704559	1	+	9	1	Promoter	2	704670	705386	717	1	YBR242W	YBR242W_mRNA	-111
II	704659	704659	1	+	4	1	Promoter	2	704670	705386	717	1	YBR242W	YBR242W_mRNA	-11
II	707449	707449	1	+	5	1	Promoter	2	707528	708016	489	1	YBR244W	YBR244W_mRNA	-79
II	707483	707504	22	+	47	4	Promoter	2	707528	708016	489	1	YBR244W	YBR244W_mRNA	-24
II	711556	711556	1	+	7	1	Promoter	2	711591	712754	1164	1	YBR246W	YBR246W_mRNA	-35
II	721322	721354	33	+	24	3	Promoter	2	721390	722313	924	1	YBR251W	YBR251W_mRNA	-36
II	722580	722593	14	+	41	4	Promoter	2	722611	723054	444	1	YBR252W	YBR252W_mRNA	-18
II	723209	723247	39	+	39	6	Promoter	2	723270	723635	366	1	YBR253W	YBR253W_mRNA	-23
II	724413	724432	20	+	37	5	Promoter	2	724456	726540	2085	1	YBR255W	YBR255W_mRNA	-24
II	728845	728854	10	+	20	2	Promoter	2	728885	729724	840	1	YBR257W	YBR257W_mRNA	-31
II	730341	730341	1	+	4	1	Promoter	2	730387	732453	2067	1	YBR259W	YBR259W_mRNA	-46
II	736224	736224	1	+	7	1	Promoter	2	736264	737736	1473	1	YBR263W	YBR263W_mRNA	-40
II	738531	738546	16	+	16	3	Promoter	2	738582	739544	963	1	YBR265W	YBR265W_mRNA	-36
II	739796	739853	58	+	170	15	Promoter	2	739841	741022	1182	1	YBR267W	YBR267W_mRNA	0
II	739898	739898	1	+	4	1	Promoter	2	739841	741022	1182	1	YBR267W	YBR267W_mRNA	57
II	741269	741304	36	+	46	5	Promoter	2	741299	741616	318	1	YBR268W	YBR268W_mRNA	0
II	744817	744837	21	+	17	3	Promoter	2	744852	746111	1260	1	YBR271W	YBR271W_mRNA	-15
II	760247	760296	50	+	53	7	Promoter	2	760294	760899	606	1	YBR278W	YBR278W_mRNA	0
II	760324	760324	1	+	13	1	Promoter	2	760294	760899	606	1	YBR278W	YBR278W_mRNA	30
II	761224	761232	9	+	27	3	Promoter	2	761257	762594	1338	1	YBR279W	YBR279W_mRNA	-25
II	762114	762114	1	+	4	1	Exon (YBR279W_mRNA/YBR279W, exon 1 of 1)	2	761257	762594	1338	1	YBR279W	YBR279W_mRNA	857
II	768193	768220	28	+	54	6	Promoter	2	768240	768680	441	1	YBR282W	YBR282W_mRNA	-20
II	771230	771244	15	+	10	2	Promoter	2	771239	773632	2394	1	YBR284W	YBR284W_mRNA	0
II	774660	774693	34	+	22	4	Promoter	2	774700	776313	1614	1	YBR286W	YBR286W_mRNA	-7
II	776538	776538	1	+	21	1	Promoter	2	776571	777854	1284	1	YBR287W	YBR287W_mRNA	-33
II	779630	779653	24	+	32	4	Promoter	2	779667	782384	2718	1	YBR289W	YBR289W_mRNA	-14
II	782550	782593	44	+	226	13	Promoter	2	782591	783556	966	1	YBR290W	YBR290W_mRNA	0
II	800459	800502	44	+	44	6	Promoter	2	800523	801929	1407	1	YBR297W	YBR297W_mRNA	-21
II	807363	807363	1	+	6	1	Downstream (2-3kb)	2	809057	809419	363	1	YBR301W	YBR301W_mRNA	-1694
II	674	674	1	-	4	1	Exon (YBL113C_mRNA/YBL113C, exon 1 of 1)	2	280	2658	2379	2	YBL113C	YBL113C_mRNA	1984
II	10545	10568	24	-	83	7	Promoter	2	9961	10551	591	2	YBL107C	YBL107C_mRNA	0
II	11317	11317	1	-	5	1	Promoter	2	9961	10551	591	2	YBL107C	YBL107C_mRNA	-766
II	13931	13931	1	-	4	1	Promoter	2	10847	13879	3033	2	YBL106C	YBL106C_mRNA	-52
II	17911	17970	60	-	177	10	Promoter	2	14241	17696	3456	2	YBL105C	YBL105C_mRNA	-274
II	23756	23790	35	-	69	7	Promoter	2	22076	23536	1461	2	YBL103C	YBL103C_mRNA	-254
II	28261	28261	1	-	4	1	Promoter	2	24946	28299	3354	2	YBL101C	YBL101C_mRNA	38
II	28329	28329	1	-	4	1	Promoter	2	24946	28299	3354	2	YBL101C	YBL101C_mRNA	-30
II	28606	28606	1	-	5	1	Promoter	2	24946	28299	3354	2	YBL101C	YBL101C_mRNA	-307
II	44965	45017	53	-	85	10	Promoter	2	44256	44918	663	2	YBL093C	YBL093C_mRNA	-99
II	45051	45058	8	-	10	2	Promoter	2	44256	44918	663	2	YBL093C	YBL093C_mRNA	-140
II	47011	47020	10	-	10	2	Exon (YBL091C-A_mRNA/YBL091C-A, exon 2 of 2)	2	46565	47180	616	2	YBL091C-A	YBL091C-A_mRNA	169
II	47135	47201	67	-	145	14	Promoter	2	46565	47180	616	2	YBL091C-A	YBL091C-A_mRNA	0
II	48623	48718	96	-	252	15	Promoter	2	47363	48628	1266	2	YBL091C	YBL091C_mRNA	0
II	59548	59582	35	-	19	3	Promoter	2	51019	59382	8364	2	YBL088C	YBL088C_mRNA	-200
II	60749	60777	29	-	67	4	Promoter	2	59822	60739	918	2	YBL087C	YBL087C_mRNA	-38
II	62581	62581	1	-	12	1	Promoter	2	61202	62602	1401	2	YBL086C	YBL086C_mRNA	21
II	62619	62657	39	-	36	4	Promoter	2	61202	62602	1401	2	YBL086C	YBL086C_mRNA	-55
II	69566	69569	4	-	14	2	Promoter	2	67169	69445	2277	2	YBL084C	YBL084C_mRNA	-124
II	74711	74724	14	-	27	2	Promoter	2	73070	74695	1626	2	YBL080C	YBL080C_mRNA	-29
II	74755	74755	1	-	4	1	Promoter	2	73070	74695	1626	2	YBL080C	YBL080C_mRNA	-60
II	80737	80791	55	-	60	6	Promoter	2	80378	80731	354	2	YBL078C	YBL078C_mRNA	-60
II	82033	82033	1	-	4	1	Exon (YBL076C_mRNA/YBL076C, exon 1 of 1)	2	80378	80731	354	2	YBL078C	YBL078C_mRNA	-1302
II	83979	83979	1	-	4	1	Exon (YBL076C_mRNA/YBL076C, exon 1 of 1)	2	81043	84261	3219	2	YBL076C	YBL076C_mRNA	282
II	84269	84290	22	-	35	3	Promoter	2	81043	84261	3219	2	YBL076C	YBL076C_mRNA	-29
II	89038	89038	1	-	5	1	Promoter	2	88523	89125	603	2	YBL072C	YBL072C_mRNA	87
II	89132	89132	1	-	42	1	Promoter	2	88523	89125	603	2	YBL072C	YBL072C_mRNA	-7
II	89450	89501	52	-	342	12	Exon (YBL071C-B_mRNA/YBL071C-B, exon 1 of 1)	2	89458	89556	99	2	YBL071C-B	YBL071C-B_mRNA	106
II	96112	96169	58	-	38	5	Promoter	2	93639	95882	2244	2	YBL067C	YBL067C_mRNA	-287
II	100154	100182	29	-	21	4	Promoter	2	96669	100115	3447	2	YBL066C	YBL066C_mRNA	-67
II	101168	101188	21	-	24	2	Promoter	2	100371	101156	786	2	YBL064C	YBL064C_mRNA	-32
II	101224	101224	1	-	12	1	Promoter	2	100371	101156	786	2	YBL064C	YBL064C_mRNA	-68
II	105941	105941	1	-	5	1	Exon (YBL061C_mRNA/YBL061C, exon 1 of 1)	2	105316	107406	2091	2	YBL061C	YBL061C_mRNA	1465
II	107506	107515	10	-	11	2	Promoter	2	105316	107406	2091	2	YBL061C	YBL061C_mRNA	-109
II	110531	110577	47	-	100	8	Promoter	2	110125	110539	415	2	YBL059C-A	YBL059C-A_mRNA	0
II	113419	113455	37	-	46	6	Promoter	2	112801	113427	627	2	YBL057C	YBL057C_mRNA	0
II	116803	116827	25	-	23	2	Promoter	2	115573	116829	1257	2	YBL055C	YBL055C_mRNA	26
II	122045	122045	1	-	4	1	Promoter	2	119379	121874	2496	2	YBL052C	YBL052C_mRNA	-171
II	124800	124844	45	-	64	6	Promoter	2	122753	124759	2007	2	YBL051C	YBL051C_mRNA	-85
II	127535	127535	1	-	4	1	Distal Intergenic	2	122753	124759	2007	2	YBL051C	YBL051C_mRNA	-2776
II	127589	127589	1	-	5	1	Distal Intergenic	2	122753	124759	2007	2	YBL051C	YBL051C_mRNA	-2830
II	129992	130004	13	-	10	2	Exon (YBL047C_mRNA/YBL047C, exon 1 of 1)	2	127895	132040	4146	2	YBL047C	YBL047C_mRNA	2048
II	130274	130274	1	-	4	1	Exon (YBL047C_mRNA/YBL047C, exon 1 of 1)	2	127895	132040	4146	2	YBL047C	YBL047C_mRNA	1766
II	132179	132225	47	-	129	12	Promoter	2	127895	132040	4146	2	YBL047C	YBL047C_mRNA	-185
II	135699	135720	22	-	60	4	Promoter	2	134143	135516	1374	2	YBL045C	YBL045C_mRNA	-204
II	135781	135781	1	-	5	1	Promoter	2	134143	135516	1374	2	YBL045C	YBL045C_mRNA	-265
II	140316	140326	11	-	23	2	Promoter	2	138341	140260	1920	2	YBL042C	YBL042C_mRNA	-66
II	142896	142925	30	-	66	7	Promoter	2	142112	142868	757	2	YBL040C	YBL040C_mRNA	-57
II	145762	145807	46	-	51	5	Promoter	2	143989	145728	1740	2	YBL039C	YBL039C_mRNA	-79
II	151220	151269	50	-	63	8	Promoter	2	150447	151220	774	2	YBL036C	YBL036C_mRNA	0
II	159696	159724	29	-	68	4	Promoter	2	158656	159693	1038	2	YBL033C	YBL033C_mRNA	-31
II	164102	164157	56	-	171	15	Promoter	2	163041	163997	957	2	YBL030C	YBL030C_mRNA	-160
II	164811	164841	31	-	47	4	Promoter	2	164488	164772	285	2	YBL029C-A	YBL029C-A_mRNA	-69
II	164869	164869	1	-	7	1	Promoter	2	164488	164772	285	2	YBL029C-A	YBL029C-A_mRNA	-97
II	166942	166942	1	-	8	1	Downstream (2-3kb)	2	167518	167838	321	2	YBL028C	YBL028C_mRNA	896
II	167838	167896	59	-	168	10	Promoter	2	167518	167838	321	2	YBL028C	YBL028C_mRNA	0
II	169894	169905	12	-	9	2	Downstream (2-3kb)	2	167518	167838	321	2	YBL028C	YBL028C_mRNA	-2067
II	172386	172386	1	-	52	1	Distal Intergenic	2	167518	167838	321	2	YBL028C	YBL028C_mRNA	-4548
II	177567	177579	13	-	13	2	Promoter	2	174920	177526	2607	2	YBL023C	YBL023C_mRNA	-53
II	181300	181300	1	-	7	1	Promoter	2	177874	181275	3402	2	YBL022C	YBL022C_mRNA	-25
II	181380	181408	29	-	43	5	Promoter	2	177874	181275	3402	2	YBL022C	YBL022C_mRNA	-133
II	182126	182140	15	-	20	3	Promoter	2	181660	182094	435	2	YBL021C	YBL021C_mRNA	-46
II	186508	186515	8	-	13	2	Promoter	2	185998	186474	477	2	YBL018C	YBL018C_mRNA	-41
II	191754	191764	11	-	15	2	Promoter	2	186844	191583	4740	2	YBL017C	YBL017C_mRNA	-181
II	201777	201792	16	-	11	2	Promoter	2	199064	201748	2685	2	YBL014C	YBL014C_mRNA	-44
II	206969	206969	1	-	7	1	Promoter	2	206107	206949	843	2	YBL010C	YBL010C_mRNA	-20
II	216404	216418	15	-	20	3	Promoter	2	212632	216366	3735	2	YBL007C	YBL007C_mRNA	-52
II	217123	217160	38	-	31	5	Promoter	2	216587	217129	543	2	YBL006C	YBL006C_mRNA	0
II	220982	221022	41	-	17	4	Distal Intergenic	2	216587	217129	543	2	YBL006C	YBL006C_mRNA	-3893
II	221128	221142	15	-	19	2	Distal Intergenic	2	216587	217129	543	2	YBL006C	YBL006C_mRNA	-4013
II	235810	235846	37	-	193	9	Promoter	2	235394	235792	399	2	YBL003C	YBL003C_mRNA	-54
II	237434	237434	1	-	5	1	Promoter	2	237153	237467	315	2	YBL001C	YBL001C_mRNA	33
II	237465	237537	73	-	127	12	Promoter	2	237153	237467	315	2	YBL001C	YBL001C_mRNA	0
II	241339	241339	1	-	22	1	Promoter	2	238941	241283	2343	2	YBR001C	YBR001C_mRNA	-56
II	242568	242593	26	-	44	4	Promoter	2	241708	242568	861	2	YBR002C	YBR002C_mRNA	0
II	250968	250975	8	-	13	2	Promoter	2	248806	251016	2211	2	YBR007C	YBR007C_mRNA	48
II	254425	254425	1	-	5	1	Promoter	2	252563	254209	1647	2	YBR008C	YBR008C_mRNA	-216
II	254890	254890	1	-	5	1	Promoter	2	252563	254209	1647	2	YBR008C	YBR008C_mRNA	-681
II	254919	254940	22	-	18	3	Promoter	2	252563	254209	1647	2	YBR008C	YBR008C_mRNA	-731
II	255706	255734	29	-	194	8	Promoter	2	255373	255684	312	2	YBR009C	YBR009C_mRNA	-50
II	257793	257793	1	-	5	1	Exon (YBR011C_mRNA/YBR011C, exon 1 of 1)	2	257112	257975	864	2	YBR011C	YBR011C_mRNA	182
